id,title,author,year,publisher,genre,rating,pages,language,description
762,Book Title 762,Author 62,2006,Publisher 2,Non-Fiction,2.0,423,Chinese,Description for book 762...
763,Book Title 763,Author 63,2014,Publisher 3,Romance,2.6,485,Chinese,Description for book 763...
764,Book Title 764,Author 64,2010,Publisher 4,Fiction,2.9,225,Chinese,Description for book 764...
765,Book Title 765,Author 65,1907,Publisher 5,Fiction,1.1,251,German,Description for book 765...
766,Book Title 766,Author 66,1975,Publisher 6,Thriller,3.0,559,French,Description for book 766...
767,Book Title 767,Author 67,2020,Publisher 7,Non-Fiction,2.3,423,English,Description for book 767...
768,Book Title 768,Author 68,2020,Publisher 8,Biography,4.7,508,Spanish,Description for book 768...
769,Book Title 769,Author 69,2012,Publisher 9,Horror,4.7,125,Spanish,Description for book 769...
770,Book Title 770,Author 70,1958,Publisher 10,Mystery,1.2,321,English,Description for book 770...
771,Book Title 771,Author 71,1974,Publisher 11,Thriller,4.8,700,Spanish,Description for book 771...
772,Book Title 772,Author 72,1957,Publisher 12,Fiction,3.5,679,English,Description for book 772...
773,Book Title 773,Author 73,1920,Publisher 13,Non-Fiction,1.8,218,German,Description for book 773...
774,Book Title 774,Author 74,1971,Publisher 14,Romance,3.4,368,English,Description for book 774...
775,Book Title 775,Author 75,1972,Publisher 15,Mystery,1.3,163,German,Description for book 775...
776,Book Title 776,Author 76,1987,Publisher 16,Thriller,4.8,273,Chinese,Description for book 776...
777,Book Title 777,Author 77,1911,Publisher 17,Thriller,4.0,631,Spanish,Description for book 777...
778,Book Title 778,Author 78,2011,Publisher 18,Fiction,4.8,166,German,Description for book 778...
779,Book Title 779,Author 79,1904,Publisher 19,Science Fiction,1.3,193,Spanish,Description for book 779...
780,Book Title 780,Author 80,2020,Publisher 0,Horror,3.5,574,Spanish,Description for book 780...
781,Book Title 781,Author 81,1988,Publisher 1,Romance,3.0,648,Spanish,Description for book 781...
782,Book Title 782,Author 82,1983,Publisher 2,Science Fiction,4.5,521,Chinese,Description for book 782...
783,Book Title 783,Author 83,1952,Publisher 3,Thriller,1.1,402,German,Description for book 783...
784,Book Title 784,Author 84,1950,Publisher 4,Romance,1.7,265,Chinese,Description for book 784...
785,Book Title 785,Author 85,1912,Publisher 5,Mystery,1.8,378,English,Description for book 785...
786,Book Title 786,Author 86,1982,Publisher 6,Thriller,4.3,626,French,Description for book 786...
787,Book Title 787,Author 87,1986,Publisher 7,Thriller,2.6,732,French,Description for book 787...
788,Book Title 788,Author 88,1904,Publisher 8,Fiction,2.0,355,Spanish,Description for book 788...
789,Book Title 789,Author 89,1983,Publisher 9,Science Fiction,2.3,414,Chinese,Description for book 789...
790,Book Title 790,Author 90,1903,Publisher 10,Non-Fiction,4.8,631,Chinese,Description for book 790...
791,Book Title 791,Author 91,1974,Publisher 11,Mystery,1.4,103,French,Description for book 791...
792,Book Title 792,Author 92,1916,Publisher 12,Science Fiction,1.5,291,English,Description for book 792...
793,Book Title 793,Author 93,1969,Publisher 13,Thriller,3.2,434,German,Description for book 793...
794,Book Title 794,Author 94,1923,Publisher 14,Science Fiction,3.5,113,French,Description for book 794...
795,Book Title 795,Author 95,1939,Publisher 15,Thriller,3.7,793,French,Description for book 795...
796,Book Title 796,Author 96,1916,Publisher 16,Romance,4.9,385,Spanish,Description for book 796...
797,Book Title 797,Author 97,2013,Publisher 17,Romance,4.7,534,German,Description for book 797...
798,Book Title 798,Author 98,1987,Publisher 18,Mystery,2.4,235,English,Description for book 798...
799,Book Title 799,Author 99,1972,Publisher 19,Mystery,2.6,565,French,Description for book 799...
800,Book Title 800,Author 0,1985,Publisher 0,Thriller,2.8,799,German,Description for book 800...
801,Book Title 801,Author 1,2015,Publisher 1,Thriller,4.4,138,French,Description for book 801...
802,Book Title 802,Author 2,2004,Publisher 2,Fiction,2.9,163,English,Description for book 802...
803,Book Title 803,Author 3,2012,Publisher 3,Non-Fiction,1.5,350,German,Description for book 803...
804,Book Title 804,Author 4,2022,Publisher 4,Mystery,3.2,567,Spanish,Description for book 804...
805,Book Title 805,Author 5,2019,Publisher 5,Mystery,1.1,680,Chinese,Description for book 805...
806,Book Title 806,Author 6,1953,Publisher 6,Romance,3.8,122,English,Description for book 806...
807,Book Title 807,Author 7,1978,Publisher 7,Non-Fiction,3.7,276,English,Description for book 807...
808,Book Title 808,Author 8,1966,Publisher 8,Non-Fiction,1.6,794,English,Description for book 808...
809,Book Title 809,Author 9,1944,Publisher 9,Fantasy,1.8,557,English,Description for book 809...
810,Book Title 810,Author 10,1923,Publisher 10,Non-Fiction,3.5,354,French,Description for book 810...
811,Book Title 811,Author 11,2011,Publisher 11,Thriller,3.8,698,English,Description for book 811...
812,Book Title 812,Author 12,2006,Publisher 12,Mystery,1.1,625,Spanish,Description for book 812...
813,Book Title 813,Author 13,2012,Publisher 13,Fiction,4.4,469,French,Description for book 813...
814,Book Title 814,Author 14,1978,Publisher 14,Horror,2.2,317,English,Description for book 814...
815,Book Title 815,Author 15,1922,Publisher 15,Biography,2.8,234,Chinese,Description for book 815...
816,Book Title 816,Author 16,1911,Publisher 16,Horror,2.3,672,Chinese,Description for book 816...
817,Book Title 817,Author 17,1989,Publisher 17,Thriller,3.9,233,French,Description for book 817...
818,Book Title 818,Author 18,1933,Publisher 18,Thriller,3.8,210,German,Description for book 818...
819,Book Title 819,Author 19,1930,Publisher 19,Fantasy,4.0,270,German,Description for book 819...
820,Book Title 820,Author 20,1919,Publisher 0,Mystery,3.9,740,Chinese,Description for book 820...
821,Book Title 821,Author 21,1962,Publisher 1,Biography,4.2,481,Chinese,Description for book 821...
822,Book Title 822,Author 22,1911,Publisher 2,Fiction,2.2,256,English,Description for book 822...
823,Book Title 823,Author 23,2020,Publisher 3,Horror,2.6,415,Chinese,Description for book 823...
824,Book Title 824,Author 24,1970,Publisher 4,Science Fiction,3.6,262,Spanish,Description for book 824...
825,Book Title 825,Author 25,2001,Publisher 5,Fantasy,2.2,699,English,Description for book 825...
826,Book Title 826,Author 26,1921,Publisher 6,Fiction,3.2,520,Spanish,Description for book 826...
827,Book Title 827,Author 27,1991,Publisher 7,Horror,2.2,645,Spanish,Description for book 827...
828,Book Title 828,Author 28,1928,Publisher 8,Science Fiction,3.2,164,Spanish,Description for book 828...
829,Book Title 829,Author 29,1999,Publisher 9,Mystery,2.1,628,German,Description for book 829...
830,Book Title 830,Author 30,1992,Publisher 10,Mystery,3.6,542,German,Description for book 830...
831,Book Title 831,Author 31,1908,Publisher 11,Fiction,4.1,487,German,Description for book 831...
832,Book Title 832,Author 32,1990,Publisher 12,Science Fiction,2.8,340,French,Description for book 832...
833,Book Title 833,Author 33,1974,Publisher 13,Mystery,3.3,101,Spanish,Description for book 833...
834,Book Title 834,Author 34,1934,Publisher 14,Biography,2.8,109,German,Description for book 834...
835,Book Title 835,Author 35,2004,Publisher 15,Science Fiction,1.1,264,Spanish,Description for book 835...
836,Book Title 836,Author 36,1963,Publisher 16,Horror,2.9,584,English,Description for book 836...
837,Book Title 837,Author 37,1924,Publisher 17,Thriller,3.2,275,English,Description for book 837...
838,Book Title 838,Author 38,1988,Publisher 18,Non-Fiction,1.4,387,Spanish,Description for book 838...
839,Book Title 839,Author 39,1932,Publisher 19,Mystery,4.3,487,Spanish,Description for book 839...
840,Book Title 840,Author 40,2013,Publisher 0,Fiction,3.6,400,German,Description for book 840...
841,Book Title 841,Author 41,1921,Publisher 1,Fantasy,2.1,710,Spanish,Description for book 841...
842,Book Title 842,Author 42,1928,Publisher 2,Fantasy,1.5,477,Spanish,Description for book 842...
843,Book Title 843,Author 43,1949,Publisher 3,Romance,1.3,670,French,Description for book 843...
844,Book Title 844,Author 44,1948,Publisher 4,Mystery,2.5,535,French,Description for book 844...
845,Book Title 845,Author 45,1918,Publisher 5,Mystery,1.4,468,French,Description for book 845...
846,Book Title 846,Author 46,1920,Publisher 6,Fantasy,1.5,663,Chinese,Description for book 846...
847,Book Title 847,Author 47,1957,Publisher 7,Romance,3.9,700,Spanish,Description for book 847...
848,Book Title 848,Author 48,1982,Publisher 8,Thriller,1.9,543,French,Description for book 848...
849,Book Title 849,Author 49,1974,Publisher 9,Thriller,3.4,300,German,Description for book 849...
850,Book Title 850,Author 50,1952,Publisher 10,Fantasy,3.8,648,French,Description for book 850...
851,Book Title 851,Author 51,2011,Publisher 11,Romance,2.2,508,Chinese,Description for book 851...
852,Book Title 852,Author 52,2009,Publisher 12,Fantasy,4.0,248,Spanish,Description for book 852...
853,Book Title 853,Author 53,1920,Publisher 13,Non-Fiction,3.2,107,German,Description for book 853...
854,Book Title 854,Author 54,1951,Publisher 14,Horror,2.3,444,Chinese,Description for book 854...
855,Book Title 855,Author 55,1959,Publisher 15,Mystery,3.2,796,Spanish,Description for book 855...
856,Book Title 856,Author 56,1942,Publisher 16,Biography,3.9,414,English,Description for book 856...
857,Book Title 857,Author 57,1982,Publisher 17,Fantasy,2.3,568,Spanish,Description for book 857...
858,Book Title 858,Author 58,1929,Publisher 18,Biography,1.1,596,French,Description for book 858...
859,Book Title 859,Author 59,1930,Publisher 19,Biography,4.1,203,Chinese,Description for book 859...
860,Book Title 860,Author 60,1911,Publisher 0,Science Fiction,2.2,161,French,Description for book 860...
861,Book Title 861,Author 61,2022,Publisher 1,Romance,2.3,160,Chinese,Description for book 861...
862,Book Title 862,Author 62,2016,Publisher 2,Non-Fiction,4.8,352,Spanish,Description for book 862...
863,Book Title 863,Author 63,1956,Publisher 3,Mystery,1.4,165,Spanish,Description for book 863...
864,Book Title 864,Author 64,1926,Publisher 4,Science Fiction,4.2,666,German,Description for book 864...
865,Book Title 865,Author 65,1962,Publisher 5,Horror,4.0,492,Spanish,Description for book 865...
866,Book Title 866,Author 66,1934,Publisher 6,Non-Fiction,4.7,239,Spanish,Description for book 866...
867,Book Title 867,Author 67,1934,Publisher 7,Fantasy,1.6,649,French,Description for book 867...
868,Book Title 868,Author 68,1952,Publisher 8,Fiction,3.5,325,English,Description for book 868...
869,Book Title 869,Author 69,1929,Publisher 9,Non-Fiction,2.9,744,French,Description for book 869...
870,Book Title 870,Author 70,1952,Publisher 10,Romance,4.0,377,French,Description for book 870...
871,Book Title 871,Author 71,1996,Publisher 11,Horror,3.3,561,French,Description for book 871...
872,Book Title 872,Author 72,1995,Publisher 12,Thriller,2.5,402,German,Description for book 872...
873,Book Title 873,Author 73,1943,Publisher 13,Biography,3.7,391,Chinese,Description for book 873...
874,Book Title 874,Author 74,1969,Publisher 14,Science Fiction,4.9,794,French,Description for book 874...
875,Book Title 875,Author 75,1941,Publisher 15,Thriller,2.1,538,French,Description for book 875...
876,Book Title 876,Author 76,1901,Publisher 16,Mystery,4.3,363,German,Description for book 876...
877,Book Title 877,Author 77,1906,Publisher 17,Mystery,3.2,707,Spanish,Description for book 877...
878,Book Title 878,Author 78,2003,Publisher 18,Mystery,2.3,532,Chinese,Description for book 878...
879,Book Title 879,Author 79,1976,Publisher 19,Thriller,1.2,392,Chinese,Description for book 879...
880,Book Title 880,Author 80,1909,Publisher 0,Non-Fiction,1.8,171,English,Description for book 880...
881,Book Title 881,Author 81,1928,Publisher 1,Thriller,1.5,234,English,Description for book 881...
882,Book Title 882,Author 82,1912,Publisher 2,Non-Fiction,4.2,344,French,Description for book 882...
883,Book Title 883,Author 83,1946,Publisher 3,Horror,4.6,552,English,Description for book 883...
884,Book Title 884,Author 84,1960,Publisher 4,Fiction,3.1,117,Chinese,Description for book 884...
885,Book Title 885,Author 85,1983,Publisher 5,Thriller,2.4,119,French,Description for book 885...
886,Book Title 886,Author 86,1912,Publisher 6,Fiction,2.3,581,German,Description for book 886...
887,Book Title 887,Author 87,1949,Publisher 7,Horror,1.0,624,French,Description for book 887...
888,Book Title 888,Author 88,1917,Publisher 8,Romance,4.5,776,French,Description for book 888...
889,Book Title 889,Author 89,1962,Publisher 9,Fantasy,4.8,339,French,Description for book 889...
890,Book Title 890,Author 90,2000,Publisher 10,Biography,2.1,588,English,Description for book 890...
891,Book Title 891,Author 91,1944,Publisher 11,Mystery,2.7,701,French,Description for book 891...
892,Book Title 892,Author 92,1971,Publisher 12,Science Fiction,3.8,672,French,Description for book 892...
893,Book Title 893,Author 93,1927,Publisher 13,Science Fiction,2.2,654,Chinese,Description for book 893...
894,Book Title 894,Author 94,1970,Publisher 14,Romance,3.3,327,Chinese,Description for book 894...
895,Book Title 895,Author 95,1930,Publisher 15,Science Fiction,1.2,558,Spanish,Description for book 895...
896,Book Title 896,Author 96,1985,Publisher 16,Fiction,1.7,716,English,Description for book 896...
897,Book Title 897,Author 97,1980,Publisher 17,Biography,4.9,509,German,Description for book 897...
898,Book Title 898,Author 98,1919,Publisher 18,Thriller,4.4,658,English,Description for book 898...
899,Book Title 899,Author 99,1986,Publisher 19,Mystery,1.9,611,French,Description for book 899...
900,Book Title 900,Author 0,2022,Publisher 0,Fiction,4.7,782,Spanish,Description for book 900...
901,Book Title 901,Author 1,2010,Publisher 1,Fiction,4.3,126,Spanish,Description for book 901...
902,Book Title 902,Author 2,1996,Publisher 2,Biography,2.3,491,German,Description for book 902...
903,Book Title 903,Author 3,1906,Publisher 3,Biography,2.3,710,English,Description for book 903...
904,Book Title 904,Author 4,1976,Publisher 4,Fantasy,3.5,131,Chinese,Description for book 904...
905,Book Title 905,Author 5,1972,Publisher 5,Horror,4.2,635,French,Description for book 905...
906,Book Title 906,Author 6,1982,Publisher 6,Mystery,1.2,621,Spanish,Description for book 906...
907,Book Title 907,Author 7,1916,Publisher 7,Fantasy,2.4,255,Spanish,Description for book 907...
908,Book Title 908,Author 8,1949,Publisher 8,Science Fiction,1.6,229,Spanish,Description for book 908...
909,Book Title 909,Author 9,1928,Publisher 9,Mystery,2.7,603,Spanish,Description for book 909...
910,Book Title 910,Author 10,1936,Publisher 10,Science Fiction,3.2,425,Chinese,Description for book 910...
911,Book Title 911,Author 11,1994,Publisher 11,Science Fiction,4.4,581,Chinese,Description for book 911...
912,Book Title 912,Author 12,1948,Publisher 12,Mystery,3.4,761,English,Description for book 912...
913,Book Title 913,Author 13,1922,Publisher 13,Biography,4.8,372,Chinese,Description for book 913...
914,Book Title 914,Author 14,1933,Publisher 14,Fantasy,2.1,662,German,Description for book 914...
